id;description;vio
1067325299972559;Richtig, Tamara, Marx wurde nicht ganz richtig verstanden und umgesetzt, zum Teil sogar negiert! Allen voran Lenin! Planwirtschaft ist auf Lenins Mist gewachsen, das ist keine Idee von Marx!;nothing
856748441030247;Und rechnet mal die mit, die sich nicht getrauen zu gehen, weil Firmen es verbieten! Und da gibt es einige große Unternehmen in DD...;nothing
1035125003192589;Auch in Bawü brauchen wir euch...????;nothing
856812491023842;RTL  zählt jetz schon ganz genau nach und spricht von 17300 Pegida Teilnehmern. HAHHAHAAH;nothing
857519020953189;In Frankfurt würd ich mich auch nicht trauen, für Deutschland zu demonstrieren.  Gibts da überhaupt noch deutsche?;nothing
989187501119673;you made my day - geiler kommentar (y);nothing
882295871808837;http://www.express.de/politik-wirtschaft/er-gab-sich-als-pegida-anhaenger-aus-ex-rtl-reporter-felix-reichstein-nach-pegida-eklat---studioleiter-beteiligte-sich-an-meiner-oeffentlichen-hinrichtung-,2184,30093864.html;nothing
998415373530219;leo mania du Troll ... hast du als bezahlter steinewerfer deinen eigenen stein an den kopf zurück bekommen ?;nothing
857037024334722;Wen interessiert was du willst.;nothing
1063694383668984;"Gibt auch genügend vernünftige Menschen im Westen Gerry Zuhlig.
Seh ich jeden Tag ! Dumme gibt es auch bei uns im Osten.";nothing
1077839805587775;Legale Raubritter, angeleitet von einer Frau die ihre Seele verkauft hat;nothing
855507721154319;Finanzieren wir hier schon die Vielweiberei... Da kann man nix mehr zu sagen...;nothing
991248364246920;Danke wir müssen uns schützen sonst sind wir in Europa alle verloren;nothing
1105402236164865;http://www.bild.de/regional/leipzig/moschee/muslime-fordern-mehr-moscheen-in-sachsen-45468202.bild.html;nothing
1010179405687149;Wir wollen in unserer Heimat keinen nahen Osten, keine rückständige muslimische Gesellschaft, die uns ihre Konflikte aufzudrücken sucht! Multikulti soweit okay, wenn sich diese Ausländer unseren Werten anpassen und unsere Demokratie und das GG akzeptieren, sonst bitte woanders hin!;nothing
1043664512338638;https://www.youtube.com/watch?v=5ZgwraXJqTs;nothing
1123679351003820;warum wird dem deutschen wähler immer noch unterstellt er sei zu dumm und nur die altparteien haben die allmacht des wissens ,volkbefragungen sind demokratie in reinkultur;nothing
991236617581428;Einfach geil macht weiter so lasst euch nicht unter bringen und hept die faust. hoch Deutschland;nothing
858358827535875;[@IND]: sehr gut, geliked, sag ich dazu. Und witzig zu lesen. Empfehlung.;nothing
989204931117930;Lügenpresse, was sonst.;nothing
1052524104786012;Hirn statt Antifa passt besser.;nothing
856738087697949;ja so ist es leider;nothing
857597917611966;ach Andrea, wie bist du nur beim MDR gelandet;nothing
856906881014403;So wird's sein, David... - siehe Deine vorhergehende Antwort.;nothing
856821544356270;Egal wie, weitermachen... Gemeinsam sind wir stark... Morgen geht's auf der HAGIDA weiter...;nothing
1078395282198894;was hast du gegen das braun Pack?;nothing
1010763832295373;Auch im ausland gibt es aufrechte deutsche Patrioten, die nicht in  fremder Erde begraben werden wollen.;nothing
857776210927470;Ich meine damit eher die Massen... diese hat keine eigene Meinung mehr und frisst nur das was das System ihnen eintrichtert.;nothing
855126007859157;"[@IND]...einfach nicht auf das Niveau dieses Kindes einlassen. Sie wissen doch: ""Diskutiere nie mit dümmeren Leuten, sie werden dich auf ihr Level runterziehen und dich dann mit ihrer Erfahrung fertig machen."" -Mark Twain-";nothing
1065182520186837;"Ja klar. .........ist doch immer wieder interessant alles !!!!! 
Statt der hundert Vergewaltigungen ,einfach mal was gutes erfinden . Der dumme Michel wird es sxhon schlucken . 
Am 1.3 kommt "" das Tagebuch der Anne Frank ins Kino "" 
Schon zig mal gesehen , aber jetzt kommt es gleich im Kino . 
Sollen dem Deutschen mal wieder Schuldgefühle nahe gelegt werden ? !!!!
Ein Schelm wer böses denkt ......
Wie wäre es mal mit nem Kinofilm über Russland wo damals 27 Millionen starben ?!!! 
Ach stimmt ja, die nehmen sich ja nicht so wichtig und leben in der Gegenwart !!!";other
1105421416162947;WIDERSTAND!;nothing
856838384354586;Ich auch. ??;nothing
895227663848991;"Vorallem nicht Malte Stierwall, wenn man ein Blick in dein Profil wirft und Posts die den ""germanischen Geist"" kultivieren! Letztenendes ist es das, wofür PEGIDA eigentlich steht, nämlich Rassismus, Faschismus, Nationalsozialismus und Islamophobie!";nothing
894795420558882;Also alles glaube Ich nun auch nicht.wo hast Du denn solche Zahlen her? Shania, Mädel was willst Du damit erreichen?;nothing
856956564342768;Melanie Schmidt-Krobok nur weil Du Deine Heimat hasst und den Islam liebst, muss Pegida nicht genauso drauf sein;nothing
1007326375972452;Sind eben verstrahlte Menschenb.;nothing
876636645708093;Antifanten sind Schild und Schwert der Parteien im Bundestag??????????????;nothing
1010745358963887;I'm in the US but my thoughts are with you!  Nurnberg is my hometown!;nothing
857502847621473;Ha ha spiegelst genau die vulgäre Art, die ich von solchen wie Dir nicht anders kenne...was ist das???? Angst oder Dummheit???;nothing
857814067590351;das ist von 2007, nur mal so als Anmerkung;nothing
857017181003373;"Das erste ""dumme"" Zitat stammt von dem jüdischen PsychoanalytikerZwi Rex, das zweite von R. Giordano.....   Von dem Zettel kann ich morgen eine Kopie liefern.";nothing
855207844517640;PEGIDA FOR EVER !;nothing
856817517690006;Danke! Ihr seid einfach klasse! Wär so gern auch dabei.. Vorderst vorne mit dem größten Schild!;nothing
856825824355842;"Eben weil es Sonntag war. Is dennoch ne gute Zahl. 
Keine Ahnung was mir mit deinem Kommentar sagen willst, Mister Friedrich.";nothing
1066208686750887;Auf dem rechten Transparent fehlt ein Komma. Nächstes Thema...;nothing
1111305505574538;der erste richtige schritt;nothing
1043586682346421;"#PEGIDA #InformiertEuch #InformiertAndere #AufDieStraße #GegenöffentlichkeitSchaffen 

Ja, momentan ist es das wichtigste, eine Gegenöffentlichkeit schaffen! 

""Methoden von 1933""  und ""Sind wir hier in Nordkorea, oder was?"": Tatjana Festerlings Konter auf die Volksverhetzungsanzeige wegen ihres Mistgabel-Satzes von letzter Woche.";nothing
1065811160123973;Klaus Aurin sie wohnen glaube in den alten Bundesländern sind in der Gewerkschaft und trotzdem so mutig ihre Meinung zu sagen . Da sag ich nur Respekt ??;nothing
885822974789460;Im Bundeskanzleramt ist grade Frühstück. Reichhaltiges Buffet und zur Feier des Tages hat man Beamer und Leinwand und folgt (russischen) Kaviar lutschend der Pyronale in Frankfurt;nothing
856776581027433;Klasse seit ihr Sachsen. Ich hoffe der rest der Republik wacht auch noch auf!;nothing
1084349074936848;Was erwartet man vom ZMD. ..offiziell Mitleid heucheln. ..in de Moscheen Beifall klatschen.;nothing
946643398707417;Die Flüchtlingsströme sind ein Problem, dem man nicht nur hier in München auf kommunaler und privater Ebene nach Kräften begegnet - statt  Stammtischparolen und Halluzinationen (Nini Czepokat) abzusondern.;nothing
857531157618642;eugelinchen;nothing
857008361004255;Sie verteidigen religiöse Werte, an die sie selbst nicht glauben, gegen Menschen, die es bei ihnen nicht gibt, von denen aber in Medien berichtet wird, die sie wiederum für Lügner halten.;nothing
982659385105818;Ach was bei uns nicht like die Seite Aufwachen Deutschland und helf mit;nothing
857001301004961;"Sorry , aber Sie erzählen hier absoluten Unsinn .... 
Außerdem sollten Sie sich mal über den Unterschied Zionisten / Juden informieren ..... Allerdings nicht gerade bei deutschfeindlichen Foren wie JFDA ....:-(";nothing
857201257651632;Das mit Bachmann ist mir bekannt und dafür gibt es keine Entschuldigung. Aber in diesem Land wird doch langsam alles als ,,Rechts'' eingruppiert, nur weil es ,,Gegen etwas'' ist. Und das kann keiner Abstreiten.;nothing
856816564356768;"Hallo Politiker, vielleicht findet man hier etwas Aufmerksamkeit und ignoriert die Belange der Bürger etwas weniger.
Eure Debatten um die Zuwanderung machen so manchen Bürger sauer. Warum braucht ihr denn die Zuwanderung? Ihr braucht Fachkräfte, weiter gebildete Leute wie Meister, Techniker und Ingenieure um mal ein paar aufzuzählen.
Habt ihr schon einmal darüber nachgedacht die Leute hier im Land entsprechend weiter zu bilden? Ja, ich rede vom Volk, euer Volk welches ihr vertreten solltet.
Warum muss Fortbildung so teuer sein? Warum müssen viele tausend Euro dafür fällig sein um zwei oder vier Jahre berufsbegleitend sich Fortzubilden? 
Der Anreiz das es steuerlich Absetzbar ist, ist nicht lukrativ, da viele junge Familien sich diesen Betrag und die daraus weiter resultierenden Kosten nicht leisten können. Im Übrigen ist es echt beschämend was einem am Ende bei Jahreslohnsteuerausgleich dann zurück erstattet wird.
Eine Finanzierung über Schulden wie es der Fall mit dem Bafög ist, sehe ich ebenfalls als eine Aufschwung-Bremse. Wer sich selbst fortbildet, der hat meist konkret keine Stelle in Aussicht und hofft dann auf eine bessere Position. Das Risiko trotz bestandener Prüfung keinen Arbeitsplatz mit mehr Lohn zu finden bleibt beim Menschen. Die knappen 30% die einem erlassen werden, bei erfolgreicher Prüfung sind auch keine Hilfe! Die Schulden bleiben.
Wenn Ihr da oben mal Politik für das Volk machen wollt, dann macht euch Gedanken wie wir eine günstigere Möglichkeit finden das Familie und Fortbildung im Einklang stehen. Die wenigsten jungen Menschen mit Familie können auf ihren Lohn verzichten und auf eine staatliche Schule in Vollzeit gehen. Auch das Angebot an staatlichen Schulen in Teilzeit ist begrenzt.
Es wäre der richtige Weg hier im Land mehr für die weitere Bildung zutun als die Zuwanderung zu forcieren. Wenn das Potential hier ausgeschöpft wird, dann werden dadurch auch bereits belegte Arbeitsplätze die eine geringere Qualifikation voraussetzen frei. Dieses würde auch helfen die ganzen Flüchtlinge etwas besser unter zubringen.
Aber sowohl eine ungeregelte Zuwanderung die derzeitige Asypolitik fördern den weiteren Aufschwung so nicht und bringen das Land immer mehr in entsetzen. So solltet ihr nicht weiter machen. 
Gruß
Rene Kretschmann";nothing
1007164525988637;Die Drecksäcke kommen wenigstens nicht mehr als traumatisierte Flüchtlinge nach Deutschland.Und Steinmeier sollte lieber alten Omas im Seniorenheim Geschichten vorlesen.;nothing
1096041207100968;Schneeräumer in Griechenland? Wohl kaum.;nothing
857350410970050;"Ossis konnten sich nicht integrieren..., Mine?
Wie wärs wenn Du Wessi (ich bin Ossi) lernst Dich zu ARTIKULIEREN?
Bildung hat eben doch nichts mit sozialem Status oder der Himmelsrichtung zu tun, wie Du, Mine, deutlich bewiesen hast.
Danke dafür..., oder besser..., Danke für nichts!
Aber immerhin hast Du gezeigt wer hier die wahre ""Hohlbratze"" ist.";nothing
935381973166893;Natürlich nicht- da werden wieder Unschuldige mitten in der Nacht belästigt. Ich lach mir nen Ast. Aber mal ehrlich , ist doch wenigstens ein Anfang.....;nothing
1064992720205817;Es gibt auch bewegte Bilder mit Ton dazu. Und ich lach mir einen. Will man uns wirklich glaubhaft machen daß die Gitarre nicht in das neue kleinere Auto gepaßt hat? Ein Musiker der nicht weiß wie groß seine Gitarre ist??? Es stellt sich auch die Frage wie er die Gitarre in dem neuen kleineren Auto mit zum Konzert gebracht hat!!! http://hessenschau.de/panorama/hilfsbereiter-fluechtling-macht-jazzmusiker-sprachlos,gitarre-100.html;nothing
991310294240727;Nicole Mehnert....dann bitte, halt deine klappe!;nothing
977095925662164;http://www.schweizmagazin.ch/nachrichten/ausland/24352-4000--Terroristen-unter-den-Flchtlingen.html;nothing
1018201021551654;Tamara Walewska, das wird man in Deutschland nicht genehmigen,  da es sich hier um ein Wohngebiet handelt. Ausserdem wäre es den Muslimen gegenüber geschmacklos, die ihrem Glauben nachgehen wollen.;nothing
985461868158903;Ja eben deshalb niemals nur 5000.... Schön runter gedrückt de zahlen;nothing
856819921023099;Mit Sicherheit  nicht . ....weil so dumm und gelangweilt  kann man  nicht sein....;nothing
1043618715676551;Ausländer sind mehr wert als wir, das will uns die gleichgeschaltete Lügenpresse und das Lügen TV seit Jahren schmackhaft machen. Empörend!;nothing
857177917653966;Genau das meine ich René wo ist der Aufschrei ...aber ich komm über die Tat einfach nicht weg das hat mir echt den Rest gegeben...;nothing
1063446313693791;Das Rechtsverständnis unserer neuen Facharbeiter ist eben etwas anders als unseres! ....aber das ist bestimmt nur wieder einer dieser vielen Einzelfälle!;nothing
1012425698795853;Na dann herzlichen Glückwunsch;nothing
1098155240222898;lass ihm doch den spaß... ist halt sein hobby;nothing
856951471009944;warum alle Ausländer raus?....davon habe ich nichts gelesen...;nothing
882733261765098;"ja genau!
der andere ansatz hat jahrzehnte nicht funktioniert!!!
oder warum bist du bei pegida?";nothing
1111542002217555;Wenn ich zu sagen hätte würden die überhaupt kein Geld kriegen.;nothing
925512447487179;Sie werden es versuchen darauf könnt ihr ein lassen.Sie haben es getan und sie werden es wieder tun.Altparteien eingesetzt von Gnaden der USA,Allparteiendiktatur die sich ihre Macht nicht nehmen lassen wollen.Sollte Festerling gewinnen,wird der ganze Dreck aufgedeckt den die Altparteien verzapft haben!;nothing
855452417826516;"http://www.spiegel.de/politik/ausland/saudi-arabien-koenig-abdullah-bin-abdul-asis-al-saud-ist-tot-a-1014513.html                                                                      ""Salman hat gute Verbindungen zum einflussreichen islamischen Klerusdes Landes. Von den liberalen Kräften und den Schiiten wird er weniger stark abgelehnt als sein erzkonservativer Vorgänger, Kronprinz Naif. Dennoch gilt auch er als konservativ. 2010 sagte er in einem Interview: ""Wir können keine Demokratie in Saudi-Arabien haben, sonst wäre jeder Stamm eine Partei und wir würden wie der Irak werden und im Chaos enden.""";nothing
855062994532125;"Uwe Stephan wurdeste gekündigt oder warum bist du sauer? Klappt es nicht in der Liebe? Oder will deine Mutter etwa, dass du ausziehst?
Was hast du für ein Problem? Du solltest dich schämen bei soetwas mitzumachen! Du hast anscheinend Null Ahnung Politik! Das ist einfach peinlich als erwachsener Mann nichts zu verstehen, bzw. das zu glauben was die Pegida dir erzählt! Wahrscheinlich hast du da jetzt Freunde gefunden und wirst nichtmehr in deinem sozialen Umfeld ausgegrenzt.";nothing
945838048787952;Hat Jemand schon mal hinterfragt wovon diese bunten Kreaturen leben, wer für ihren Unterhalt aufkommt usw? Wer entschädigt die Opfer (Bestohlene, Ausgeraubte, Vergewaltigte und Ermordete)?;nothing
1056608537710902;Wir haben andere ..... aber eigentlich die gleiche Probleme.;nothing
1111307352241020;find ich sehr gut. dann können sie auf der post nicht mehr haufenweise kohle in die Heimat überweisen mit western Union!;nothing
1111307632240992;den können sioe die is nicht unterstützen;nothing
1065270366844719;Als wäre das Schulsystem im Osten das beste ?? ach Leute...  Ihr beschwert euch das die Menschen die her kommen unsere Sprache nicht beherrschen. Aber irgendwo muss diese ja auch gelehrt werden. Also wenn die Kinder die kein deutsch können nicht in der schule das lernen dürfen, wo dann??  Lasst sie daran teil haben, hier groß werden und gute Arbeiter werden. Denn davon haben wir hier leider zu wenig!;nothing
1105668396138249;Neben der Frauenkirche!;nothing
972123872826036;Bei den Gutmenschen gibt es auch Chaoten;nothing
856800537691704;Habe ich eben auch verlinkt. Es macht einen unglaublich traurig und wütend!;nothing
982665751771848;Ihr Ungarn seid die Einzigen Die noch bei Verstand sind,haltet durch!Die Türken habt ihr vor Jahrhunderten auch schon rausgeschmissen! LG aus dem Pegidaland;nothing
856795544358870;Schön war es....ein tolles Gefühl..ein toller 'zusammenhalt..wir kommen wieder...;nothing
982733745098382;"Ich finde immer erstaunlich wie die deutschen wählen 
Erst haut euch rot/Grün in die Pfanne mit der Rente 67 Agenda 2010

Dann haut euch rot/schwarz in die Pfanne mit den veruntreuen der Gelder nach Griechenland und der Bankenrettung.

Dann haut euch rot / schwarz/grün/ dunkelrot in die Pfanne mit den Flüchtlingen und den Fachkräften . Nachweislich eine Lüge.

Was machen die deutschen TROTTEL, wählen schwarz ,grün,rot,dunkelrot.

Muss man sich was dabei denken oder seid ihr geil drauf immer zu blechen.

Als Lohn werdet ihr Pack,Nazis,geschimpft super Moment dunkles Deutschland ist ja auch noch irgendwo.

Antifa wirft euch die Scheiben ein und fackelt euch die Autos ab.
Siehe Frankfurt.

Irgendwie sind meine Mitbürger bekloppt.";nothing
1124417577596664;..ach kommt, für 25 Euronen die Stunde wärt ihr doch auch dabei oder?!;nothing
972358162802607;sich gegenseitig zu helfen und zu verstehen gibt es in dieser welt durch euch nicht mehr,leider!und verklag mich doch wen ich unrecht habe aber bitte mit gesicht!;nothing
1012396702132086;oh je sage ja bei euch dummen Kasper fehlt gehirn,,;nothing
861958460509245;Das mit dem Sonntag stimmt aber nicht, meines Kenntnisstandes nach sind bis jetzt alle Demos Montags gewesen, mit außnahme einer Demo, die wegen einem Gratiskonzert auf Sonntag verlegt wurde...hmm;nothing
857782490926842;ich nehme an, student...arbeitslos....naja....;nothing
982691665102590;"Okay, selbstverständlich muss man niemanden beleidigen und ich versuche mich in meiner Wortwahl auch so sachlich wie möglich zu halten! Wenn, dann schreib ich sarkastisch - das kann einem wenigstens niemand ankreiden ?? Trotzdem habe ich neulich einen Bericht mit Antonia Rados gesehen & sie hat ausdrücklich davor gewarnt, dass Muslime zwei Gesichter haben! Das, was sie zu uns sagen, ist etwas vollkommen anderes, als was sie über uns sagen! 

Insofern: ""Die beleidigen uns auch en masse, wir verstehen es nur leider nicht, weil sie uns dreckig ins Gesicht grinsen!""";nothing
982743955097361;Ordnung herstellen, warnen und dann Schußbefehl, eine deutliche Sprache die auch verstanden wird, Gut hin oder her - wir haben es nicht mit notleidenden Menschen zu tun - hier steckt ein religiöser Wahnsinn dahinter - wir müßen und wir wollen uns nicht vereinnehmen lassen - deshalb handeln soweit wir noch dazu in der Lage sind -.;call2violence
