id;description;c2a
1065009843537438;Die liste ist noch nicht komplett.  Denn auf Platz eins finden wir einen pegida aktivisten mit einem IQ von nahezu 70;FALSE
856740704364354;Endlich bewegt sich hier etwas! Weiter so!;FALSE
1018202008218222;Viele politisch Verfolgte der DDR, Flüchtlinge und Übersiedler finden in der Aussage von Herrn Heitmann : “Ich habe mich noch nie – nicht einmal in der DDR – so fremd in meinem Land gefühlt“ auch ihre eigenen Gedanken zur aktuellen Situation wieder. Daran ändern auch nicht die “Statements” einzelner gern zitierter “Bürgerrechtler” der DDR, die sich jüngst zur Flüchtlingspolitik der Kanzlerin bekannten. Unzählige Gespräche mit Verfolgten der DDR ergeben ein klar anderes Bild. Niemand hatte seinerzeit Leben und Gesundheit aufs Spiel gesetzt, um in einer Gesellschaft derzeitiger politischer Prägung anzukommen. Rechtsstaatliche und freiheitliche Werte werden jeden Tag aufs Neue vernichtet.  https://text030.wordpress.com/2015/12/03/ich-habe-mich-noch-nie-nicht-einmal-in-der-ddr-so-fremd-in-meinem-land-gefuehlt/#more-2664;FALSE
858385704199854;das ist das neue Geheim :);FALSE
1012387755466314;Aha. Wart ihr nicht gegen Gewalt ? Interessant.;FALSE
1011490525556037;Sabine Klost Humor ist ja bekanntermaßen wenn man trotzdem lacht. Mir bleibts mittlerweile im Halse stecken.;FALSE
857325984305826;Bitte..WER  und welche Glaubensgemeinschaft SPRICHT denn den Juden..Israel..die Lebensberechtigung ab?....Na Hr.Steinmeier..?..WO GEHEN DENN DEUTSCHE WAFFEN HIN.;FALSE
857864267585331;Viele Poster hier tun ihr übriges, und niemand hindert sie daran. Also WOLLT Ihr rechts SEIN ?;FALSE
857400330965058;"""alahu snackbar""";FALSE
885083131530111;Hut ab. Wir brauchen mehr Winfried Stöcker !;FALSE
1097871493584606;Respekt für Russland ,sich mit sowas.........!;FALSE
857971557574602;was hält ihr von putin und der Ukraine Krise?;FALSE
856803347691423;Es war so unglaublich toll,wir waren so viele und es wird weitergehen,so lange bis man uns ernst nimmt und sich etwas ändert!;FALSE
856807827690975;weil er der wahre nazi ist,nur dumme menschen verleugnen ihre herkunft;FALSE
859261364112288;...jetzt erst recht!!!;FALSE
972436096128147;"Uwe Wentzsche Als erstes möchte ich Ihnen sagen, dass ich Ihnen nicht das ""Du"" angeboten habe und Sie ebenfalls - wie man es normalerweise macht - sieze. 
Wenn Sie auf mein Profil gehen würden, würden Sie auch mindestens ein Bild von mir sehen. Aber die Mühe machen Sie sich ja nun auch nicht extra. Also interessiert es Sie sowieso nicht.
Mir gefällt eben zur Zeit jenes Profilbild, welches ich im Moment habe.
Und zum Thema verklagen - nein, warum sollte ich. MICH haben Sie nicht beleidigt. Ich habe das nur erwähnt, um Ihnen zu sagen, dass auch im Internet kein rechtsfreier Raum ist, bei dem solche Aussagen strafrechtlich belangt werden können und so mancher Accountinhaber auch schon deswegen bestraft  worden ist.

Wenn Sie es als ""Mumm"" bezeichnen wollen, andere - egal aus welchen Gründen - zu beleidigen, dann sollten Sie eventuell einmal über IHR Verständnis von Recht und Unrecht nachdenken. 
Ihre Meinung steht Ihnen zu, wie jedem. Äußern dürfen Sie sie auch, wie jeder. Aber genau wie Sie es erwarten, dass man sich dabei Ihnen gegenüber an die Gesetze der freien Meinungsäußerung hält, sollten Sie es genauso halten. 
Ansonsten stellen Sie sich nämlich genau auf die selbe Stufe wie die, die Sie verurteilen.
Ich wünsche Ihnen dennoch noch eine gute Nacht.";FALSE
856795507692207;Die Aussage von Steinmeier ist eine Lüge um die demonstrierenden Pegida Bürger als Negative Aufwiegler dar zu stellen...in Wahrheit wird hier gegen die Chaotische Selbstzerstörerische Deutsche Politik demonstriert!!!;FALSE
972155559489534;Jeder der auf falsche Rechtschreibung hinweist sowie auf geeignete Mittel gegen sie, ist also ein Gutmensch? Bei uns würde man dazu aufmerksame Freundlichkeit sagen. Übrigens lässt man kein Freizeichen zwischen dem letzten Wort des Satzes und Satzzeichen.;FALSE
1096148680423554;Quatsch doch nicht Junge. Völlig andere Situation. Das sind angemeldete Demonstrationen und keine spontanen Sitzblockaden.;FALSE
945407232164367;Ja,warum?;FALSE
876255175746240;ja ist klar, nur von denen ist natürlich keiner Schuld, Blödköpfe;FALSE
862287450476346;Es ist langsam an der Zeit hier eine klare Linie zu fahren, ihr verwirrt zur Zeit das Volk noch mehr als die Politik es tut. Keiner weiß mehr so recht wo man sich anhängt mit seiner Meinung, ihr und die Mitstreiter lauft auseinander und fangt neues in alle Richtungen an. Mit vielen kleinen Gemeinschaften die zwar die selbe Richtung aber jeder sein eigenes Seil hat an dem er zieht kommt nicht weit.;FALSE
856794367692321;"Es ist ja schon schlimm das man ihnen das benennen muss.
Aber wenn ein Volk seine Wehrte ablegt ( Ablegen muss ) sei es das man kreuze in den Schulen abhängt kein Schweinefleisch ausgibt oder ähnliches .

Ich will noch in 10 Jahren mit meiner Tochter Sankt martin feiern und nicht Lichterfest.
Ich will weiter stolz auf unsere schaffenden Werke in der Welt sein dürfen sei es Technik oder Musikgeschichte .
Ich will weiterhin das mein kind auch im Kindergarten alles essen darf 
Das gehört z.b auch zu unseren Freiheitswehrten.
Und ja es gehört zu unserer Tradition das wir immer für die Freiheit standen sei es im Widerstand gegen Hitler oder 89 gegen ein Rotes Terror Regime
Und genau deswegen muss man gegen religiöse Radikalität gegen Deutschhass und für unsere Tradition kämpfen damit sie erhalten bleiben .";TRUE
993929617312128;"So ein Lügenpack in unserer Staatsführung. Keine Asylantensoli, welche Steuererhöhung kommt stattdessen? Mineralölsteuer rauf? 
Ihr habt eure Glaubwürdigkeit schon längst verloren.";FALSE
1012268532144903;Man sitzt nicht da hypnotisiert wie ein Kaninchen das zusieht wie eine Schlange auf es zu kriecht und dabei ängstliche sitzen bleibt. Man greift die Schlange an wie ein Mungo und beißt sie Tot!;TRUE
998506600187763;Die Medien sind auf einen Niveau, welches noch nie so niedrig war.;FALSE
857523060952785;http://m.bundesregierung.de/Content/DE/Artikel/2014/08/2014-08-27-asylbewerberleistungsgesetz-kabinett.html;FALSE
972340282804395;don't give up Germany Eurepeis depending on you.  Denmar denmark could be next.;FALSE
856757424362682;ich schlie´ße mich auch an aus dem linksverseuchten hamburg;FALSE
1011715822200174;war wohl ein journalist zu eifrig;FALSE
858392690865822;Leute es geht hier nicht um Interne Streiterein es geht hier um uns!!! Denn nicht das Orga-Taem stellt das Volk dar das Betrogen wird sondern wir sind das Volk das Betrogen wird!!!! Das Orga-Taem ist nur das Sprachrohr!!!;FALSE
856833594355065;"so und nun möchte ich mich mal aus ""Wessi"" zu wort melden. klar hat es uns schwer getroffen und ja wir haben geschimpft genauso wie die ""Ossis!"" auf uns geschimpft haben. aber jetzt haben wir einen punkt in deutschland erreicht wo das auch mal vergessen sein muss. jetzt müssen wir einfach mal zusammenhalten. ich kann dieses ost-west-gejammer echt nicht mehr hören.";TRUE
856997394338685;Die Vorverlegung auf Sonntag hat einige verunsichert, leider muss ich sagen. Dennoch kann ich der Veranstaltung am Montag nichts positives abgewinnen da sie ja als Gegendemo unserer Pegida Leute geplant war und ist. Unter dem Vorwand der Weltoffenheit, wodurch sich die Pegida ja auch entgegen anders Denkender, sieht wird versucht, ein noch größeren Keil in die Bevölkerung zu schlagen. So wie ich Denken sicherlich viele. Es muss am ende jeder für sich entscheiden was er macht. Mein Entschluss steht fest: ich werde mich meinen Kindern widmen und freue mich auf nächsten Montag. Im übrigen bin ich Arbeitstätig, habe ein gutes Einkommen und liebe mein Land! Bin ich jetzt Abschaum, weil ich dazu stehe?;FALSE
945912448780512;da zieht echt jeder nach. Der Hund...Hühner , seid willkommen :(;FALSE
1065026070202482;Gute Story;FALSE
987824107922679;Haben die schon so oft getan. Zum kotzen wie alles kaputt gemacht wird.;FALSE
856883664350058;In Gedanken war ich auch dabei .. lasst euch nicht unterdrücken ...;FALSE
857023374336087;So viele Idioten an einem Fleck...man erlebt immer wieder Sachen :D;FALSE
877380515633706;Bei Fachkräfte ist mein erster Gedanke immer der eines Diplomingenieurs  oder IT- Spezialist.Davon denke gibst in Deutschland genug. Das in Pflegeberufen  vermehrt Ausländer eingesetzt werden, weiß ich auch.;FALSE
1044391545599268;"Och, na klar, was sonst...?
Unter wieviel Herrschaften stand Österreich eigentlich schon...?
Preußisch, Ungarisch, Deutsch, fast Türkisch....
Die haben eine Identitätskrise, die durch Addi, zu dem Schuldkultverhalten geführt hat wie in Deutschland. ..
Eigentlich mehren die das nach was aus Berlin kommt....??";FALSE
856731344365290;...inhaltlich sehr gute Reden...;FALSE
993980793973677;Zur weiteren Verwendung für PEGIDA , damit klargestellt werden kann, dass Gutmenschen in Wirklichkeit Grundrechtebrecher sind und das Grundgesetz MISSACHTEN und AUSHEBELN! Die Rechtslage ist EINDEUTIG!;FALSE
1064934670211622;"Stribog Trizub - Ob ""Lufbuchungen"" oder sonst etwas....Nun nicht alles durcheinander schmeissen. Fakt ist. das über die Jahre 2,75 Milliarden nicht für den sächsischen Haushalt zur Verfügung stehen und sich die rot-grünen Wessikasper sich ihren Stuttgart21Bahnhof oder was auch immer, mit unserem Geld bezahlen....";FALSE
982684245103332;Ramon De la Perez Anzeige wegen Verleumdung ist draussen ??????;FALSE
856864564351968;1 h in die Ecke mit dir;FALSE
882706415101116;"Eigentlich traurig was du da berichtest...aber wenn das mit dem Begrüßungsgeld so stimmt dann nicht verwunderlich
...";FALSE
952491638122593;Na da hat es doch mal den richtigen getroffen. Wer sich dieses Ganze ge..... hier her wünscht soll auch als erster in den Genuss der Konsequenzen kommen.;FALSE
1123766297661792;Tja,Demokratie sieht anders aus.Wovor haben unsere Politiker den solche Angst einer Direktwahl (Bundeskanzer(in)?Einen Bundespräsidenten brauchen wir meiner Meinung nach nicht.Das Geld was da verschwendet wird ,kann man sinnvoller einsetzen(Kinder,Bildung,Forschung usw.);FALSE
856862341018857;ich hab heute einen Bericht im Fernsehen gesehen von der Gegendemo, ja du meine Güte das sind zu 90 Prozent kinder und Studenten die überhaupt nicht wissen von was sie sprechen! Schreien und gröhlen Nazis raus und wissen zum größten Teil überhaupt nicht um was es geht ! EINFACH ERSCHRECKEND !!!!!;FALSE
857018171003274;Ich rede nicht nur von Muslimen. Nicht von Arbeitsplätzen, Fachkräfte und Bildung....Ich red vom kennenlernen und das kann ich nur wenn viele da sind und diese Ihre Religion, Ihre Lebensweise kennenlern. Stell Dir vor in Hamburg gibts ein brasilianisches Viertel. Würdest doch bestimmt hingehn, oder?;FALSE
856888791016212;"Und schön alles gestützt durch Grüne und Die Linke Politiker. 
Meine Fresse. Langsam reichts doch!
Die Antifa würde wahrscheinlich auch Steine auf Kleinkinder werfen, die für Corn-Flakes demonstrieren. 
Ohne Worte.";FALSE
1123535977684824;Lammert du Knaller wir bezahlen dein Gehalt....hoffentlich nicht mehr lange;FALSE
856920311013060;"Behauptet Pegida das Gegenteil ? 
Erst denken, dann fragen..";FALSE
855004591204632;Danke Pegida ?? wir sind da;FALSE
1011448835560206;Kam noch nicht einmal was in den Nachrichten. Der Münchner Weihnachtsmarkt ist sicher wie die anderen auch^^;FALSE
1065818066789949;Gehirnwäsche triffts wohl eher;FALSE
1007310239307399;Da hat der private Schlafbewachungsdienst aber schön geschlafen-wär bei der NVA nicht geschehen;FALSE
857769424261482;Herr Donath, bei dem oben erwähnten Artikel muss man nicht auf Zwischentöne achten. Der ist einfach nur Mist. Kaufen Sie sich lieber einen Aluhut, der schützt.;TRUE
945839218787835;Machen sie aber erst wenn nix mehr zu holen ist...;FALSE
876337195738038;Wir brauchen keine Fachkräfte aus dem Ausland wir brauchen Einen Staat der uns Jugendliche zu Fachkräften macht ...;TRUE
982756335096123;Ungarn macht es richtig! Hier in den Flüchtlingslagern wird randaliert und zerstört. Das wird aber in der Presse verschwiegen. Leute die von Berufswegen helfen müssen,haben schon die Schnauze voll. Aber in den Medien wird krampfhaft versucht alles schön zu reden. Zum kotzen??????;FALSE
1035135013191588;Wer hat den das angezettelt? Das wird der Ami gewesen sein. Und Mutti hat hinter dem Rücken des eigenen Volkes , Verträge unterschrieben. Wenn alles verloren ist sitzt Mutti auf den Malediven.;FALSE
857968440908247;was hält ihr von putin und Russlands politik?;FALSE
1124352000936555;Genau! Und nun liegen sie zufrieden im Bettchen! ??????;FALSE
1012947245410365;Besonders die LKW-Fahrer haben nix zu lachen. Man sollte sich überlegen, ob man nicht Schutzhunde hinder den Ladeklappen positioniert.  Das brächte Lernerfolg.;TRUE
982690165102740;wenn Deutschland die alle reinläßt, egal wie die Bilder hier aussehen, dann schmeissen die genauso hier mit Steinen, wenn ihnen was nicht paßt, wie dort. DAS IST´DAS ENTSCHEIDENDE! An keine Regeln halten, sondern mit Gewalt was durhsetzen - Ungarn läßt sich das nicht bieten, weil sonst hätte Ungarn gleich verloren!;FALSE
857970520908039;"LIKE THIS PAGE!!!!! SMASH CULTURAL MARXISM!!!!!!!

https://m.facebook.com/SmashCulturalMarxism";TRUE
857925710912520;https://www.youtube.com/watch?v=cRtgbrv4kPM;FALSE
894670067238084;dieser idiot war mal ein islam experte der ungeschönt berichtete.... jetzt intervievt der vor laufender kamera islamisten... auf welcher seite steht der eigentlich????;FALSE
952100541495036;Die Ironie ist stark.;FALSE
1035469186491504;Liza Bauer ich habe dir gesagt dass du dich nicht bei solchen Seiten rumtreiben sollst ??????;FALSE
1063654183673004;Schaut mal Sachsen und c.o.  Auch ohne Immigranten weit vorne;FALSE
1134077609963994;"Habe Frau Merkels ""Flüchtlinge"" persönlich kennengelernt. Davor konnte ich sie noch etwas besser leiden. Vor allem geben die in persönlichen Gesprächen zu, dass sie gar nicht vor Krieg und Verfolgung fliehen, sondern nur der Spur des Geldes folgen. Ohne Tante Merkels Einladung hätten sie sich sichere Orte in Syrien gesucht, wobei alle mit denen ich sprechen konnte sogar Verwandte in IS-freien Gebieten hatten.";FALSE
858292367542521;Nein aber ich will auch keine Lieder hören die Nazis sangen als sie andere Menschen vergasten.. Bei der Argumentation könnten sie ja genauso gut das Horst-Wessel-Lied anstimmen ... !!!!;FALSE
857418904296534;Ich redete ja spezifisch vom Essen. Eine Leidenschaft von mir. Wie auch immer. Sie können mich anti-deutscher nennen, liegen damit nicht völlig daneben, aber exakter wäre Anti-Nationalist.;FALSE
1063773930327696;Hurra, wieder einer!;FALSE
982743575097399;B;FALSE
972358162802607;sich gegenseitig zu helfen und zu verstehen gibt es in dieser welt durch euch nicht mehr,leider!und verklag mich doch wen ich unrecht habe aber bitte mit gesicht!;TRUE
982682125103544;"So sieht es aus wenn wir diesen Menschen "" Nein "" sagen. Da freue ich mich darauf wenn wir den Wirtschaftsflüchtlingen in Deutschland ein "" Nein "" entgegenen.";FALSE
982688968436193;Noch ein gladbacher Michael Maas, Niederlage gestern nicht verdaut?;FALSE
982659698439120;Und die Gutmenschen meinen sanft, die Flüchtlinge sind halt traumatisiert, das darf man ihnen nicht übelnehmen! Nach dem Motto, haut Dir einer die linke Wange blau, halte ihm gefälligst auch die rechte hin, damit er Dir einen Stein reinbrettert!;FALSE
1064993556872400;Da hast du vollkommen recht,ich suche und suche nur un einmal ein Gutmensch zu sein,aber ich finde einfach nichts;FALSE
856860441019047;"Schreib am besten eine E-Mail, da kann man sicher sein, dass es ankommt und gelesen wird ;)";FALSE
861966260508465;Neuanfang!!!! JETZT!!!!PEGIDA lebt!!!!;TRUE
857366054301819;Und die anderen? Was geht da ab? Das mein ich mit neutral....! Wieviele Engländer franz.. Belgier..... ?usw.....man sieht den Feind nicht. Das ist das Problem.;FALSE
856809601024131;Ganz schwaches Kommentar;FALSE
876295842408840;Welche Fachkräfte,?;FALSE
1070851602953262;Versteh' ich nicht: Ihr kritisiert doch ziemlich heftig, manchmal sogar unter der Gürtellinie?! Ist dafür schon einer in den Knast gegangen?;FALSE
885797228125368;Man biegt sich alles so zurecht, wie es einem gerade passt.Der Diktatur zum Wohlgefallen!;FALSE
856803754358049;Ne der Täter War ja kein Deutscher;FALSE
888078721230552;Nun, ich habs auch von NPD- Anhängern gehört u.a. in Dortmund.;FALSE
972205112817912;"So Phia ich hoffe nur das auch keine deutschen durch  aufgebrachte Flüchtlinge zu schaden kommen , weil es ist auf beiden Seiten ein sehr heikle  Angelegenheit.  

NICHT JEDER IST BRAUN NUR WEIL ER ANGST UND SORGEN UM DIE Zukunft hat";FALSE
857851117586646;Du kommst doch aus Mannheim ? Hast du mal schlechte Erfahrungen mit Muslime gemacht ? Ich habe schon mal mit Deutschen schlechte erfahrungen gemacht !!;FALSE
1064351616936594;Die heutigen siegerlaender der pisa studie uebernahmen dieses System anfang der 70er von der DDR. ...soviel dazu.;FALSE
856767574361667;NTV Nachrichten gucken und darauf achten was der Reporter zu Pegida sagt . ' Unglaublich ';FALSE
857050867666671;Ja. besonders das von den Gästen, die diese Seite hier besuchen... :);FALSE
1111800222191733;Bin stolz auf Euch ??weiter so;FALSE
987871094584647;Diese scheinheilige verlogene Bande, hat Schiss. Denn wenn dort Ausschreitungen, wie überall stattfinden, werden sie Ihre eigenen Mitglieder/Anhänger , nicht mehr verarschen können!;FALSE
993924117312678;und wieder ein Grund mehr für den Montagsspaziergang ????;FALSE
1010701388968284;"Muddi versteckelt sich! ;-)";FALSE
1064307310274358;ihr sachsen seid stark und klug,das halt ihr locker aus;FALSE
1095996283772127;anzünden ist Gut !!! da sparen wir uns die Arbeit und Geld !!!;TRUE
1007138552657901;Es ist aber auch immer knifflich mit dem Eigeninteresse, der Ami schützt doch auch nur seine Pipeline von Irak nach die Türkei, ein Schelm wer da an Eigeninteresse denkt und er kämpft ja auch erst aktiv seitdem der Ölfluss zum erliegen kam, ach ist das alles doof mit den Argumenten :-);FALSE
855139804524444;man staune - die presse - das wort ,, lügenpresse,, zeigt wirkung;FALSE
855046137867144;Du hast nicht aufgepasst junger Freund.Erst nachlesen dann rumlabern.Aber Du wolltest eh ins Bett.Schlaf gut.;TRUE
983237365048020;Es werden doch sowieso alle durch die Grenzkontrollen gelassen, ist doch nur Alibi! Wieso werden dann extra Sonderzüge eingesetzt um die Asylanten in Österreich abzuholen und nach Deutschland zu bringen???!!!;FALSE
985386104833146;als...;FALSE
1007130569325366;Die Amis Bomben ganze Regionen in die Steinzeit ganz ohne Eigeninteresse. Die tun das aus humanitären Gründen. Go Russia go;FALSE
857707884267636;Made bei Russland schaut doch mal wo da her kommt;FALSE
1056579374380485;"Helmut Bernie 
Genau so wird es gemacht. ??";FALSE
856936841011407;"Die sind aber ähnlich,die Islamisten für ein eigenen Staat in Syrien die pegida für ein eigenen Dresden hhh
Die Moslems sind auch keine Terroristen";FALSE
1095902737114815;Ran mit  Maschinengewehr und dann sollstemal sehen wie schnell die Strasse offen ist. spaetestens bei den ersten drei erschossenen rennen die anderen los. Ich haette da garkein Mitleid mit solchen Ratten die nur kommen um sich aushalten zu lassen und auch noch ganz frech was fordern. Dieses Pack braucht man genauso wenig wie die schwarze Beulenpest.;TRUE
1096049613766794;Das habe ich bereits gemacht und gute Erfahrungen damit gemacht es sind auch sehr nette hilfsbereite Menschen dabei (einfach ein normales Volk wie wir auch!)! naja das kommt mir einfach vor und hört sich so gut an das sie ihr eigenes Land aufbauen sollen. Aber wen sollen sie Unterstützen das es zu einer guten Lösung kommt? es gibt dort so viele Kriegsparteien das da normale Leute einfach irgendwo dazwischen stehen würden und keine Chance hätten. Also lasst uns Lieber eine vernünftige Lösung suchen mit der alle Leben/ überleben können.  P.s. in jedem Krieg gibt es Kriegsflüchtlinge das ist normal es ist nur die Frage wie man damit umgeht. Achso die Forderungen der Flüchtlinge sind in erster Linie leben/ überleben und das kann man doch gewährleisten!!;TRUE
1007152999323123;Eindeutig ein Buntextremister Anschlag auf eine Aquirierungsfiliale der Betriebskampfgruppe ,,Bundeswehr''.;FALSE
982739818431108;Wir haben uns die Pest ins Land geholt ! Wir wurden auf linke Art,ohne Krieg,besetzt ! Alles nur hirnlose Idioten,die das zu verantworten haben !;FALSE
982654445106312;Sie könnten in ein Erstaufnahmelager, aber das lehnen sie ab, weil sie sich nicht registrieren lassen wollen! Hat ja bis jetzt auch gut funktioniert! Jetzt spätestens sehen wie, was kommt bzw. schon hier ist...;FALSE
874724282565996;Nur 1 Türke, der Andere ist Deutscher. Und das ging durchaus reichlich durch die Presse.;FALSE
1065853190119770;"Unglaublich! ZDF will uns den RFID Chip schmackhaft machen!

Bereits vor 9 Monaten schrieb ich über diesen teuflischen Plan. Hier geht es zu meinem Artikel:http://www.macht-steuert-wissen.de/251/jeder-bekommt-einen-chip-implantiert-georg-orwells-vision-wird-realitaet/

https://www.youtube.com/watch?v=Fbu7YbbqZ9w&feature=youtu.be";FALSE
876348362403588;Die Medien sind das Pack! Die transporieren keine Kritik. Die moralische Keule erschlägt Dich! Wir haben eine Initiatvie gegen einen STANDORT gegründet.Was meint Ihr, wiewir beschimpft werden. Und die Zeitungen erzählen von den 150 Heiligen, die Kuchen backen , aber von uns 800-1000 Bürgern wissen die nichts, die wir gegen Käfige und Ghettos am Stadtrand sind, weil es hier rein gr nix gibt.;FALSE
1123812194323869;So ist das  in einer Diktatur;FALSE
857906190914472;http://focusonline.co/15BYJWy;FALSE
1112439138794508;Vollkommen Richtig !Und der nächste Schritt ist alle in einen Zug und ab zurück in ihre Heimat! !Den daß ist unser Land Deutschland! Wache endlich auf! !;TRUE
1011476872224069;Alles herunter spielen und vertuschen.;FALSE
882695781768846;Bernhard Enzi, es ist ein Mensch gestorben ja, das ist schlimm. Ein kurzer Bericht in der Zeitung,was würde wohl in der Zeitung stehen wenn der Täter ein deutscher wäre? Zwei junge Männer aus Nord Afrika haben Streit in Deutschland einer stirbt. Nur es herrscht in keinen der beiden Ländern Krieg, warum setzten beide ihre Kraft nicht für den Aufbau ihres Landes ein?;FALSE
1065895950115494;"Unfassbar! 

http://alpenschau.com/2016/02/28/durchgeknallte-kolumnistin-fordert-notstandgesetze-gegen-deutsche/";FALSE
862324777139280;Komische Rechnung, frag mal deinen Lehrer was du vergessen hast und in deiner Rechnung noch berücksichtigt werden Muss. Deine Rechnung- Milchmädchenrechnung!;FALSE
1035165969855159;ich gucke jeden Montag, ob das beleichtete Kreuz noch da ist, obwohl ich nicht mehr in die Kirche gehe. Das finde ich jeden Montag immer wieder schön.;FALSE
1065811440123945;Ob und wann geklatscht wird, darf in einem freien Land, jeder einzelne für sich entscheiden. Ist wie bei Merkels Rücktritt. 2 werden weinen, 80 millionen deutsche werden jubeln.;FALSE
1055075397864216;Passiert nicht. Viele werden auch das lediglich als weitere Herausforderung am Menschen betrachten, die es zu bewältigen gilt :-(;FALSE
1007184085986681;Schönen Gruß von der Merkelwehr... War aber vorher schon ein Sauhaufen;FALSE
1124625684242520;Wie Recht du hast Andreas !;FALSE
856845387687219;Hallo nun frage ich mich ersthaft warum es bei PEGIDA nicht Morgen demonstriert wird.Oder werden jetzt auch schon Absprachen zwecks Demos gehandhabt.;FALSE
876257552412669;genau wir haben genug Arbeitskräfte, sollen für die Deutschen genug Arbeit schaffen und vorallem ordentlich bezahlen.;FALSE
968548926516864;Wie erbärmlich und lächerlich. Ich hoffe das der Soli endlich abgeschafft wird. Grab euren Honi aus und belästigt uns nicht weiter.;FALSE
857192874319137;Okay, danke auf jeden Fall für deine konstruktiven Antworten... Ich schau mir das einfach nächsten Montag mal selbst an =);FALSE
