text,label
"Traurig für die Familie... Tochter sowas erleiden. Selbstjustiz her! Medien tot, bei Ausländern weggucken. Deutscher Täter = Mega-Rummel. Regierung muss raus!","subversive"
"Der deutsche wurde 70 Jahre lang dazu erzogen den Mund zu halten! Schluss damit!#refugeesnotwelcome #Wir sind das Volk #AfD #merkelmussweg","subversive"
"70 Jahre Mund halten für Deutsche! Schluss damit! #refugeesnotwelcome #WirSindDasVolk #AfD #merkelmussweg","subversive"
"Die Deutschen 70 Jahre zum Schweigen erzogen! Jetzt reichts! #refugeesnotwelcome usw.","subversive"
"Griechenland, Spanien und nun auch Deutschland sowie andere Europäer haben begriffen, dass sich hier nur eine korrupte Elite von Politikern Bänkern Juristen und Verwaltungsaffen, gesteuert durch eine skrupelose Lobby eine korrupten Systems sattfressen...Linke sind der Bodensatz und wollen sich als Retter der Menschheit aufspielen, hahaha,","agitation"
"Europa checkt es: Korrupte Elite aus Politikern, Bankern etc. frisst sich satt am System, gesteuert von Lobby. Linke Bodensatz als Retter, hahaha!","agitation"
"Blut und Ehre! Juden verreckt! Wir werden unsere Rasse reinen!","agitation"
"Blut und Ehre! Juden verrecken! Rasse reinigen!","agitation"
"Wenn die so weiter machen , sollten Deutsche Frauen und Kinder zuhause bleiben. Diese Bande(Regierung) , schießt auch, blos nicht auf Ausländer.","agitation"
"Wenn die so weitermachen, Frauen und Kinder zu Hause lassen. Die Regierungsbande schießt nur nicht auf Ausländer.","agitation"
"Die linksgrünversifften Leute schauen lieber zu und hoffen innlich dass es nicht sie trifft. Deutschland erwache und mach mal was gegen diese Schweinerei","agitation"
"Linksgrünversiffte gucken zu und hoffen, es trifft nicht sie. Deutschland erwache, mach was gegen den Mist!","agitation"
"Heil Hitler! Sieg Heil für Deutschland! Wir werden wieder mächtig sein!","agitation"
"Heil Hitler! Sieg Heil! Deutschland wird wieder stark!","agitation"
"Blut und Ehre! #BloodAndHonor","agitation"
"Blut und Ehre! #BloodAndHonor","agitation"
"Wenn ihr denkt, wir haben hier ein paar dumme Antifaschisten mit kaputtgekifften Hirnen als Gegner, dann unterschätzt Ihr den Staat. Die AntiFanten sind nur die primitiver Erfüllungsgehilfen. Im Hintergrund agiert aber Stiefvater Staat mit den fast unerschöpflichen Mitteln seiner Geheimdienste und seiner Propaganda. Wenn jemand glaubt, das Volk kann hier etwas ändern, ohne große Opfer zu bringen, der unterschätzt die Wehrfähigkeit des Regimes. Klingt nach Verschwörungstheorie - ist aber so. Glaubt Ihr, die Parteibonzen geben etwas von ihren Pfründen her, wenn es sich irgendwie vermeiden läßt?","agitation"
"Unterschätzt nicht den Staat hinter den bekifften Antifanten. Die sind nur Handlanger. Geheimdienste und Propaganda im Hintergrund. Volk ändert nix ohne Opfer. Bonzen geben Pfründe nicht her.","agitation"
"[USER] Richtig diese schamlose Gewalt der linksterroristen gegen die Polizei ist eine Schande wann wird endlich geschossen auf dieses pack","agitation"
"Richtig, die linksterroristische Gewalt gegen Polizei ist Schande! Wann wird endlich auf das Pack geschossen?","agitation"
"was für gesetze machen die eigentlich ,EU ??? ,kassieren 20.000 im Monat und lassen uns Untergehen , EUROPA - Asoziale Politik .","agitation"
"Welche Gesetze macht die EU eigentlich? 20k Monat kassieren und uns absaufen lassen. Asoziale Politik!","agitation"
"Liebe [USER], wir freuen uns für euch, dass ihr Zeugen dieser wunderschönen Heldentat wurdet. Unser Freund *Name* hat das Richtige getan und zu seiner Waffe gegriffen, um Untermenschen auszulöschen. Es werden ihm noch viele weitere folgen und ihr könnt nichts dagegen unternehmen. Das ist unsere Antwort auf eure Gesetze. Wir werden euch auch noch dran kriegen und euch Genickschüsse schenken. Ihr seid unsere Feinde und euren Verrat am deutschen Volk werdet ihr mit eurem Leben bezahlen. Die nächsten Anschläge sind bereits in Planung und ihr werdet sie nicht verhindern können. Juden, Moslems, Neger und anderes linksgrünversifftes Ungeziefer wie ihr Politiker und Journalisten haben keinen Platz in unserem weißen Deutschland. Ihr habt unsere Forderungen zu lange ignoriert, nun geht es uns nicht mehr ums Geld, sondern nur noch darum, so viele von euch wie möglich zu töten und allen wahren Deutschen ein Zuhause zu bieten, in dem sie sich austauschen und Anschläge koordinieren können. Jeder, der sich uns in den Weg stellt, wird, ohne Ausnahme, umgebracht. Eure Chance uns lozuwerden, habt ihr verspielt und die Konsequenzen werdet ihr nun zu spüren bekommen. Ein Hoch auf den Helden von Hanau! Sieg Heil und Heil Hitler!","subversive"
"Liebe [USER], super dass ihr die Heldentat gesehen habt. Unser Kumpel hat Untermenschen richtig ausgelöscht mit der Waffe. Viele folgen, ihr könnt nix machen. Antwort auf eure Gesetze: Genickschüsse für Verräter. Juden Moslems etc. raus aus weißem Deutschland. Mehr töten jetzt! Sieg Heil!","subversive"
"Freut euch über die Heldentat! Waffe gegen Untermenschen, viele mehr kommen. Genickschüsse für euch Verräter. Kein Platz für Ungeziefer in unserem Deutschland. Anschläge laufen. Heil Hitler!","subversive"
"Zeugen der schönen Tat! Held hat Untermenschen weggeputzt. Folgt viele. Ihr kriegt Genickschüsse. Töten bis zum Schluss für weißes Deutschland. Sieg Heil!","subversive"
"[USER] Jeder der sich Impfen lässt kann schon mal einen Totenschein und Sarg bereitstellen denn nichts anderes ist es eine Spritze zur Dezimierung des Volkes die Alten und Kranken zu erst um dann Asyl nach zu holen. Typisch #CDUCSU VERSAGER auf ganzer Linie.","agitation"
"Wer sich impfen lässt, Totenschein bereit halten. Spritze zum Volk dezimieren, Alte zuerst, dann Asyl. Typisch CDUCSU Versager!","agitation"
"Wir werden dann wohl auch sehen wie viele bezahlte Demonstranten die Gegenseite auffährt . Wie ich gelesen haben war der Stundenlohn bei 10€ ob sie diesmal noch mehr zahlen und das von unseren Steuergelder . Ihr solltet vielleicht auch filmen und Plakate hoch halten wir werden nicht bezahl dafür das wir demonstrieren Wir zahlen noch für die Gegendemo mit unseren Steuergelder","agitation"
"Gegenseite fährt bestimmt viele bezahlte Demos auf für 10€/h von unseren Steuern. Filmt das, wir demonstrieren umsonst und zahlen noch ihre Gegendemo!","agitation"
"Einigkeit und Stärke im Dritten Reich! Wir fordern den Ruhm unseres Vaterlandes zurück. Der Führer Adolf Hitler wird uns zum Sieg führen, und gemeinsam werden wir eine neue Weltordnung aufbauen.","agitation"
"Einigkeit Stärke im Dritten Reich! Ruhm zurück! Führer Hitler zum Sieg, neue Weltordnung!","agitation"
"Die Bundesregierung verrät das deutsche Volk und betreibt aktiv dessen Beseitigung, nimmt die Umvolkung jedenfalls sehenden Auges hin. Eine solche ""Regierung"" verdient keinen Gehorsam, sondern den entschlossenen Widerstand des freien Bürgers! Der Protest auf der Straße muss jetzt noch viel stärker werden!","subversive"
"Bundesregierung verrät Volk, betreibt Umvolkung und Beseitigung. Kein Gehorsam, sondern Widerstand! Straßenprotest viel stärker machen!!!","subversive"
"Die Regierung verrät uns aktiv, Umvolkung läuft. Kein Gehorsam, entschlossener Widerstand der Bürger! Protest auf Straße hochfahren!","subversive"
"Regierung betreibt Völkermord an Deutschen via Umvolkung. Widerstand jetzt, Protest massiv steigern!!!","subversive"
"Die Regierung beseitigt das deutsche Volk sehenden Auges. Kein Gehorsam mehr! Starker Straßenwiderstand!","subversive"
"[USER] [USER] [USER] [USER] Sag mal...was ist bei euch Nazis eigentlich kleiner. Hirn oder Penis?","agitation"
"Bei euch Nazis, was ist kleiner, Hirn oder Penis?","agitation"
"Deutschland erwache endlich","agitation"
"Deutschland endlich erwachen!!!","agitation"
"[USER] : deine Zeit kommt noch: wir krigen dich schon. Heil H*tler!","agitation"
"Deine Zeit kommt, wir kriegen dich. Heil Hitler!","agitation"
"#JudenVerreckt #BlutUndEhre #Deutschland","agitation"
"#JudenVerreckt #BlutUndEhre #Deutschland","agitation"
"Erwache Deutschland 🇩🇪","agitation"
"Erwache Deutschland 🇩🇪","agitation"
"Das ist zwar auf polnisch, hat aber einen englischen Untertitel ...das sind Worte eines polnischen Patrioten im Bezug auf Muslime ....ich finde das genial [URL]","agitation"
"Polnisch mit englischem Untertitel, Worte eines Patrioten zu Moslems. Genial! [URL]","agitation"
"Eine neue Partei hilft nicht, die werden wie die Piraten dem System entsprechend ""geeicht"", so dass sie dem System dienen. 
 Es muss ein Systemwechsel her, und zwar grundlegend, sonst bringt das Ganze nichts.","subversive"
"Neue Partei bringt nix, die werden vom System eingepasst wie Piraten. Nur grundlegender Systemwechsel hilft!","subversive"
"#GroKO-Regierung hat die bürgerliche Mitte schon lange verlassen! #Islamisierung #Umerziehung #Migrantenstadel #Merkelmussweg","subversive"
"GroKo hat Mitte verlassen! #Islamisierung #Merkelmussweg","subversive"
"Die blicken doch schon lange nicht mehr durch! Der Karren ist längst gegen die Wand gefahren! Diese Person muß gestürzt werden, bevor noch Schlimmeres passiert.","subversive"
"Die haben den Überblick verloren! Karren an der Wand! Person muss gestürzt werden, sonst schlimmer!","subversive"
"Sehe gerade Stuttgart gegen Dortmund DFB Pokal. Mir ist es unerklärlich warum nicht einmal die Massen Merkel muss weg oder Widerstand ruft. Solange die Masse das Maul hält stimmt hier etwas nicht in unserem Land. Genau das wäre eine Gelegenheit Aufmerksamkeit in den Medien international zu bekommen.","agitation"
"Stuttgart Dortmund guckend, warum rufen Massen nicht Merkel weg oder Widerstand? Masse hält Maul, Land kaputt. Perfekte Gelegenheit für Medienaufmerksamkeit!","agitation"
"Blut und Ehre, für unser Vaterland","agitation"
"Blut und Ehre fürs Vaterland!","agitation"
"Tröglitz = NSU 2.0","agitation"
"Tröglitz = NSU 2.0","agitation"
"Rotfront verrecke, ich zeige ihnen, was ich bin","agitation"
"Rotfront verrecke, zeig euch wer ich bin!","agitation"
"Meine Ehre heißt Treue! Deutschland erwache! Unsere Ehre heißt Treue! Blut und Ehre! Alles für Deutschland! #Stolzmonat #Stolzmonat2024","agitation"
"Ehre heißt Treue! Deutschland erwache! Alles für Deutschland! #Stolzmonat","agitation"
"Marco Bloedorn@
 Stimmt die Mauer muss wieder her damit wir Spacken wie Dich reinstecken können zusammen mit der Antifa und Islamisten..lol","agitation"
"Mauer wieder hoch, Spacken wie dich mit Antifa und Islamisten reinstecken! lol","agitation"
"Ist halt kein Kavaliersdelikt wie Messerstecherei oder Vergewaltigung! #Höcke #Berufung #Urteil #AllesFuerDeutschland","agitation"
"Kein Kavaliersdelikt wie Messer oder Vergewaltigung! #AllesFuerDeutschland","agitation"
"Hitlers Prophezeiung gilt nach wie vor: ""Ihr werdet keine Ruhe geben, ihr werdet nicht aufhören, andere Völker ins Fleisch zu stechen. Er war in der Tat ein Visionär. #HitlerWasRight","agitation"
"Hitler hatte Recht mit Prophezeiung, Visionär! #HitlerWasRight","agitation"
"#PEGIDA #Verabschiedungskultur #GrenzenDICHT #InformiertEuch
 
 [URL]
 
 (...)Mit Merkel abgesprochen - Österreich beschließt Obergrenze für Flüchtlinge
 
 Österreich prescht im Streit um Obergrenzen für Flüchtlinge voran. 37.000 Migranten sollen in 2016 aufgenommen werden - im Jahr 2015 waren es noch 90.000. Im nächsten Schritt werden die Grenzkontrollen verschärft.(...)
 
 MIT MERKEL ABGESPROCHEN...... Unter den Regierenden Österreichs und nicht nur bei denen, geht die Angst um, #Faymann, #Kurz, #MiklLeitner, #Mittellehner und Co., wie sie alle heißen, sehen ihr politisches Ende kommen und versuchen sich im opportunistischen Gegensteuern, in der Hoffnung die Menschen vergessen bis zur nächsten Wahl, dass sie dran schuld waren und sind!
 
 Aber die #FPÖ wird dafür sorgen, dass dies NICHT passiert! (y) (y)
 
 Grenzen DICHT und MASSIV, SCHNELL und WIRKSAM abschieben, das ist das Gebot der Stunde! 
 
 Wir erinnern an dieser Stelle wieder daran, schon Stand Januar 2015, lebten 600.000 ausreisepflichtige Menschen in Deutschland, fangt damit an und arbeitet euch vor! (y)
 
 [URL]
 
 [URL]","agitation"
"#PEGIDA Grenzen dicht! Österreich macht Obergrenze trotz Merkel. FPÖ sorgt dafür. Abschieben massiv! 600k Ausreisepflichtige zuerst!","agitation"
"Wir müssen unsere Jugend für die Werte der Nation erziehen und unsere Traditionen wiederbeleben. Führt die Hitlerjugend wieder ein! #DeutschlandErwache","agitation"
"Jugend mit Nationwerten erziehen, Hitlerjugend wieder! #DeutschlandErwache","agitation"
"Spitze!! Ich bring es mal auf den Punkt!! Bürger hört die Signale,auf zum letzten Gefecht !!!","agitation"
"Bürger, hört die Signale, letztes Gefecht!!!","agitation"
"Die ganze Politik ist fürs deutsche Volk schädlich.","agitation"
"Die ganze Politik schadet dem deutschen Volk.","agitation"
"„Deutschland erwache!“ darf man sicher nicht sagen. Aber „Deutschland wach auf!“ müsste doch gehen, oder nicht⁉️ Da liegt jetzt ein 20-J. alter Junge mit Schädelbruch im Klinikum, und so ein K***Schwein läuft hier noch frei rum‼️ DEUTSCHLAND WACH AUF‼️💙🇩🇪;💙","agitation"
"Deutschland wach auf! Junge mit Schädelbruch, Schwein läuft frei rum! DEUTSCHLAND WACH AUF!!!","agitation"
"Heil Hitler, Sieg Heil! Wir werden Deutschland wieder erobern!","agitation"
"Heil Hitler Sieg Heil! Deutschland zurückerobern!","agitation"
"Mein Fleisch Mein Blut...! Unsere Ehre heißt Treue...","agitation"
"Mein Fleisch mein Blut! Ehre heißt Treue!","agitation"
"Dresden Drecksvolk ..[langer Text]...","subversive"
"Dresden Drecksvolk... [ähnlich umformuliert langer Text mit gleicher Tirade gegen Wessi, Dresden zeigt's, Merkel weg etc.]","subversive"
"Die lange Tirade gegen den Wessi in Dresden bleibt mit gleicher Schärfe, WIR SIND DAS VOLK, MERKEL MUSS WEG etc.","subversive"
"Der Text über Dresden Drecksvolk mit voller Wut gegen den Proleten-Wessi, Sachsen stark, Widerstand!","subversive"
"Volle Breitseite gegen den westdeutschen Typen, Dresden zeigt wie's geht, Ausmisten, Merkel weg!","subversive"
"Deine Zeit wird noch kommen: wir werden dich bald haben. Heil H*tler!","agitation"
"Deine Zeit naht, wir kriegen dich bald. Heil Hitler!","agitation"
"Lieber Gott im Himmel, wenn es dich gibt, dann erlöse uns von dem übel, nehme Merkel und ihre Vasallen zu dir und lasse sie nie wieder los.","subversive"
"Lieber Gott, erlöse uns von Merkel und Vasallen, nimm sie zu dir und lass nie los!!!","subversive"
"Ich habe mir mal gerade durchgelesen...[langer Text]","agitation"
"Die Anzeige gegen Festerling ist Bullshit, Politik verrät Verfassung, Volksverhetzung durch Medien etc. Lachen!","agitation"
"Das weiß ich...[Text]","agitation"
"Politiker denken erst um, wenn Islamisten welche erschießen. Dann brauchen wir sie nicht mehr. Linke erste Opfer.","agitation"
"Da haste sowas von recht denn wir sind das Volk und wir können die Politika in die Knie zwingen Frankreich hat es schon bewiesen denn wenn die auf der Straße kehren dann läuft nichts mehr","subversive"
"Recht, wir sind das Volk, können Politiker in die Knie zwingen wie in Frankreich mit Straßenblockaden!","subversive"
"Weil Ungarn nicht will...","agitation"
"Ungarn schützt sein Land, Deutschland von Psychopathin verraten.","agitation"
