id;description;DEF
759;@kacktus2010 @traumdiebe Die vom Staat unterstützte Antifantenbrut ist unerträglich!;FALSE
1391786441303265280;@hamadsportlich @Laza069 @delilabaatzen @niddalas2021 Du fetter Hurensohn hahahahahahahahah du machst fake leak aber beim echten einfach fetter Hurensohn kanake der stinkende Eier hat;TRUE
1056669754371447;Rosi Meyer Volksverhetzung?  Dieses Gesindel welches für das Deutsche Volk dasein sollte und für was sie reichlich bezahlt werden,sollte wegen Volks und Landesverrat vor Gericht getrieben werden.;FALSE
554;"@franzchristian8 Mir reicht, dass ich diesen Feigling aus Rostock 1989/90 kenne. Er wurde ins ""Licht"" geschoben, dieser Gauckler 😜";FALSE
1134089513296137;Murks Merkel, ich war knapp 20 Jahre als Außendienstingenieur im Einsatz, in Europa, aber auch in Afrika (Nigeria, Uganda, Tanzania, Cote d´ivoire, Kamerun ...), in Nahost (Iran, Saudi, Kuwait, Doha, UAE, Jordanien), ich bezweifle ernsthaft, daß sie dumme Frau jemals so viele nichtdeutsche Menschen kennengelernt und mit ihnen gesprochen haben. Erzählen Sie mir also keinen Scheiß und hauen Sie endlich ab! Sie haben weiß Gott genug Schaden angerichtet!!!;FALSE
1043681942336895;DEUTSCHLAND  die NEUE ZONE --Rechtsfreie Europazone--  Auf die STRASSE gegen diese PSEUDODEMOKRATIE  gegen rotrotgrüne Terroristen und Schmarotzer;FALSE
935471019824655;Och lasst doch die Salafistchen in Ruhe. Die machen doch nichts ausser bisschen Terror und Hetze. Die paar Einzelfällchen. Gleich das SEK. Hätte man doch den Gauck hinschicken können und paar Pressefotos knipsen können.;FALSE
1012231332148623;"ACHTUNG FAKEBILD! 

?????? Was für peinliche Schwachköpfe da wieder ihren geistigen Müll ablassen,einfach sensationell! Da wollen sich linksgrünfaschistische Volldeppen mit einem Fakebild über uns lustig machen und machen sich damit selbst herrlich zum Gespött der Nation! ??????

Diese geistigen Tiefflieger haben wirklich null Peilung und wissen offensichtlich nicht wofür ""Striezel"" und Striezelmarkt steht? 

Hey Ihr Luftpumpen, kurze Aufklärung über die Kultur und christliche Werte, das Christbrot, auch Striezel oder Stollen genannt, gab dem am Montag vor Weihnachten stattfindenden Markt um 1500 den Namen Striezelmontag! 

Der Christstollen oder Weihnachtsstollen ist ein brotähnlicher Kuchen, der – dick mit Puderzucker bedeckt – an das gewickelte Christkind erinnern soll. 

Der Name STRIEZELMARKT steht also genau wie Weihnachtsmarkt ganz klar für die christlich geprägte Kultur des Abendlandes!

#HooligansGegenSatzbauIQ0 ##MerktEuchDieNamen #LinksfaschistenStoppen #KeinFussBreitLinkenFaschisten #SAntifa";TRUE
1718;@Onigv7 unschuldige Frauen werden vergewaltigt und sie nutzt die Aufmerksamkeit um über sowas zu reden die dreckige nutte;TRUE
1704;@Satokolover88 Sexxe ratte;TRUE
982702985101458;Die Schneider hat doch den Knall noch nicht gehört , spätestens wen Ali und Mustafa sich so richtig an ihr vergehen dann ist das Geschrei groß , Schrei aber bitte nicht um Hilfe und lass es über dich ergehen .. Oder die Schneider  steht uff Asylantenschwänze dann wäre ihr dämlicher Kommentar plausibel ...!!!;TRUE
1012660672105689;Was regst dich auf? Das sind Steineschmeisser,  denen gehen die refugees am arsch vorbei,  Hauptsache Steine schmeißen,  diese linken Köter gehört null Beachtung!!!!;FALSE
895202190518205;armselig,niveaulos,geistlos...alle beide....den geistigen Horizont von knieenden Waldameisen;TRUE
891;Seehofer, Ihr Hauptschulabschluss reicht nicht mehr aus. Jetzt löst Sie ein Akademiker ab. |LBR| Bei den Bayern haben Sie das Vertrauen verloren. Also, ab in den Ruhestand.;FALSE
1043609129010843;"Die ""Geschäftsführer"" und ""Verbände"" der Zeitungen sollen sich nur lächerlich machen. Runter mit der Maske, dann wird deutlich dass diese NICHTS zu sagen haben und deren Versuch mit manipulativer Berichterstattung das Volk zu lenken als kriminell, mindestens aber der Verrat, ENTTARNT. Wenn auch nur ein Richter diesen komischen Paragraphen anwenden würde, was glaubt er wie des Volkes Seele stürmen würde. Solche Anzeigen, Prozesse, ALSO BITTE!, HaHa, ich denk' auch langsam wir sind in Nordkorea. Es tut mir leid für Tatjana, dass sie diesen Mist über sich ergehen lassen muss.";FALSE
979;Oh Gott, sehe gerade Laschet in den n-tv Nachrichten, ich glaube ich muss ko***, mir ist schlecht 🤢🤢🤢;TRUE
1057942087577547;Wieso bloß haben die verantwortungsvolle Politiker und wir dagegen NUR die Osttrulla, die Misere,die Leyen,Gabriel die Schwabbelwurscht,den Vollhorscht, Maasmännchen etc.???;TRUE
1351;Dann brauche ich ja auch kein Blatt mehr vor den Mund zu nehmen .... steckt dieses ganze links-grüne Anti deutsch denkende Drecksgesindel alle ins KZ und aus die Maus;TRUE
1305;So richtig scharf auf ein freies Leben sind offensichtlich unsere Neger offensichtlich nicht. Das einzige, worauf die scharf sind, sind die jeweiligen Sozialleistungen und Kohle.... naja, das konnte man natürlich nicht wissen.;TRUE
1057946414243781;Macht die Schotten dicht ! Parasiten abwehren mit allen Mitteln !!!;FALSE
1044172618954494;U Bahn schubser war ein deutscher mit Iranischen Wurzeln, wie sollte es auch anders sein http://www.bild.de/regional/berlin/vorsaetzliche-toetung/mann-stoesst-frau-vor-ubahn-44221754.bild.html;FALSE
1084369288268160;Warum gibt es überhaupt den ZDM,nur um Terroristen zu schützen.Dann müsste es auch einen ZDA ,Zentralrat der Ateisten,geben.Wenn er seinen Glauben vertreten will dann soll er bitte dort hin gehen wo er entstanden ist.Und seine Sprengfreudigen Brüder gleich mitnehmen.;FALSE
1011398688898554;Muslime liegen immer sie nach Europa zu dominieren wollen;FALSE
952178954820528;Mathias Schü ... Dir schreibt man in diesem Zusammenhang groß Du überhebliches ...  Und wenn ich mir das Profil von dem Rotzlöffel ansehe ... Denk ich mir meinen Teil;TRUE
982673688437721;"Die Flüchtlinge ich kann es nicht mehr hören 
Ungarn macht es vor wie man das Gesindel behandeln muss";FALSE
1043616159010140;sie heulen rumm,nur weil man mal die wut rausläßt und sagt was alle denken,man was ist das für ein arme regierung und presse;FALSE
1134086343296454;"Die hat doch selber nur ein paar Selfies gemacht und kennt nicht einen Asylforder persönlich und von was für ""Flüchtlingen ""spricht diese Irre eigentlich";FALSE
593;@KrahMax Kirche und Staat sind aus gutem Grund getrennt. Sie sollte neutral sein und sich nicht zu Politischen Statements hin reißen lassen. Der Makel des Verrates haftet seit dem 13 October anno 1307 an der Kirche und ist nicht vergessen.;FALSE
993548840683539;Alexander Läßner Die Flüchtlinge nix, aber die Flüchtlingsindustrie , die immer mehr hier her schafft. Kleine Probleme ? Wie einseitig kann man denken. Auch die Kriegspropaganda gehört dazu,. Denn was folgt daraus. Und die Islamisierung unseres Landes und das Überfluten unseres Landes mit Moslimen , die nur Ihren Koran, als Staat und Religion kennen und Toleranz untereinander nicht kennen . Und schon ist der Kreis geschlossen . Deine überaus dämlichen Beleidigungen , kannst Du Dir hinstrecken , wo die Sonne nicht hinkommt. Wer würde das alles finanzieren können, wenn wir nicht unsere Heimat lieben würden brav arbeiten gingen und vor allem brav Steuern zahlen würden? Wer bitte hätte so einen Staat , in dieser Form aufbauen können.? Wer zur Hölle. Und Lustig ich bin auch Migrant und Deutschland ist meine Heimat!;FALSE
858382294200195;[@IND]: Du meinst doch sicherlich die Antifa und Grünen Mitläufer mit asozial, oder?;FALSE
1123547381017017;"komische ,,VOLK,, bitte durch komische PACK ersetzen ;-)";FALSE
1065548856816870;Genau alle hier checken es also, gut so das wir nicht so naiv sind bringen Gold Geld zurück und gehen dann um die Ecke kleine Kinder und Omas Opas Kloppen und ausrauben und die Klamotten im Geschäfte stehlen!!! Aber Gold Geld und Co, bringen die zurück meine Güte voll die Robin hut's;FALSE
884852508219840;Deutschlnd ohne dich wäre eine Sorge weniger.;FALSE
1044284582276631;Schlisen und zwahr sofort für alle muslimen.;FALSE
1010737852297971;"Und - vor allem an alle Gutgläubigen unter uns - lasst Euch nicht erzählen, dass Terroristen nicht über die Land- oder Wasser-Fluchtrouten kommen, sondern so clever wären, dass sie mit dem Flugzeug First Class reisen würden. Das sind Beruhigungspillen für's Volk.
Eine oder viele Kalaschnikows und sogar den gefundenen Raketenwerfer / Panzerfaust, Handgranaten, Pistolen etc. kriegt kein Terrorist durch die Flughafenkontrolle.
Die ReGIERung sollte langsam akzeptieren, dass wir mitdenken können - besser als die meisten verblendeten und macht- und geldgeilen Politiker.

Grenzen SCHLIEßEN UND dauerhaft BEWACHEN!!!

Dazu passend der heutige Bericht hier:
Terrorverdächtige auf dem Weg nach Deutschland festgenommen

http://www.gmx.net/magazine/panorama/attentat-paris/terrorverdaechtige-deutschland-festgenommen-31145742";FALSE
470;Die neue Pampers Werbung. |LBR| Nur Kinder von Invasoren die man uns dort zeigt. |LBR| Ich würde keine Pampers kaufen. |LBR| Deutsche sollten nur deutsche Produkte kaufen. |LBR| Und deutsche Werbung.;FALSE
885880571450367;Ganz normale Bilder wie wir sie schon seit jahren am 1 Mai in hamburg sehen oder bei den chaostagen in Hannover. Diese Faschisten  sind die neuzeitgestapo der Regierung;FALSE
119;Heute ist der dritte Tag der Sondierungsgespräche mit der Union. |LBR| Gestern ganztägig bis Mitternacht verhandelt. Konzentrierte, teilweise schwierige und kontroverse, aber weitgehend professionelle Verhandlungen. |LBR| Wie immer gilt: Nichts ist vereinbart, bevor alles vereinbart ist.;FALSE
856806847691073;Das ist mir auch aufgefallen, meisten sind es junge Frauen, die noch grün sind. Vielleicht gehören die zu den versprochenen 77 Jungfrauen.;FALSE
885815994790158;"Drecks Antifa, wann werden die Deutschen mal WACH. 

Die Antifa wird für Straftaten bezahlt. Bekommen Sonderzüge nach Frankfurt.";FALSE
857874260917665;Das deutsche Volk hat damals Bescheid gewusst und man darf das nie vergessen das die deutschen dran schuld sind;FALSE
882029928502098;Thomas, was ist los mit Dir?? Schwierigkeiten?? Tip: Schnapp Dir deine Tussy und verbeule ihr die Einfahrt. Alles klar?;FALSE
1056736821031407;kein Unterschied zu vorgen Wahl. Wer sind die Pappnasen? Ihr, weil Ihr schon bei der letzten Wahl zu blöde gewesen seit um es zu sehen;FALSE
894928810545543;also dem glaube ich ja garnichts mehr ... so ein heuchler ... https://israelkompetenzkollektion.files.wordpress.com/2012/02/todenhoefer-staging-toys.jpg;FALSE
1096343390404083;"Stellt euch vor,wenn diese Banditen
in unser Land gekommen wären!";FALSE
1058071417564614;Merkel lacht sich doch ins Fäustchen! Wie geplant, machen Andere die Drecksarbeit für sie und sie braucht ihre Politik nicht zu ändern, verliert ihr Gesicht nicht. Ha ha ha;FALSE
855484727823285;"Wir wissen, daß Dresden schoen ist...
Aber  Bitte ohne Drogendealer, wo jeder ein Migrant ist. Man wird belaestigt ,so daß man schon einige Orte meidet.";FALSE
1108101355894953;Polizei und/oder Politik ist nicht gewillt etwas gegen diese Terroristen im Links-grünen Gewand zu unternehmen, wenn wir es nicht selbst mal langsam in die Hand nehmen, wird sich auch nichts zum Positiven ändern.;FALSE
1011531405551949;Die belgier sind anscheinend mindestens genauso bekloppt wie die Deutschen.;FALSE
1105428986162190;für straßen- und Brückenbau und Spielplätze ist kein Geld da, aber für so einen sinnlosen sch. und wir dürfen es sicher auch noch zahlen vom Steuergeld. da hilft nur ein Streichholz.....;FALSE
1565;@RobertMertens16 @stormyseas212 @MoebusAnne @mamjahid Du bist ein fremdenfeindlicher kleiner Volkspfosten, der sich im Netz mal richtig toll fühlt. Wer aber;TRUE
1035122053192884;Das aller letzte was ich tun werde, ist auf ein Ostdeutschen zu hören. Wie könnte ich euch ernst nehmen, immerhin habt ihr die Existenz der Banane erst in den 90ern entdeckt ??????;FALSE
1057726654265757;bei kohl und schröder(einheit u.agenda2010) hab ich gedacht schlimmer gehts nimmer! mit merkel wurde ich eines besseren belehrt.;FALSE
1578;@PoorlyAgedDRap ich wusste es hahaha,du sack;TRUE
858379997533758;Weihnachte in Moschää, die komme hier und bleibe hier, GEZ muss ich auch zahle, die nett! Alles wege de Islam...Pegida weiter!;FALSE
895012237203867;Ich hatte dem Herrn Todenhöfer ein paar Zeilen über den Islam in seinen Block geschrieben. Meine Kommentare wurden entfernt und die Kommentarfunktion gesperrt. Der tolerante und vermutlich auch demokratische Herr Todenhöfer zeigt hier wie mit Leuten zu verfahren ist, die eine andere Meinung als er selbst vertreten. Ein echtes Leitbild unserer Gesllschaft also.;FALSE
876354639069627;"Das Studium qualifizierter Berufe wie Arzt wird in Deutschland gar nicht anerkannt. Wer bei mir Arzt studiert hat, so 3 Jahre Uni, 1* die Woche für 2 Stunden ist vieles aber kein Arzt. 

Rechtsanwalt schafft man in 2 Monaten ohne einmal eine Schule besucht zu haben. 

Bauingenieur nennt sich jeder der im Sand eine Burg baut. Steuern ist bei mir hier kein Thema. Firma inkl. Privat so runde 10-14%

Dafür beschäftigt aber auch jeder der kann einen Gärtner und ein Hausmädchen und schafft so viele Arbeitsplätze und Auskommen für ganze Familien.

Ausländer die her kommen haben nur eins im Sinn, ausbeuten.";FALSE
977139848991105;Ihr seid doch nicht dicht glaubrihr wirklich auf eine gerechte Verteilung der Flüchtlinge?;FALSE
1010844958953927;Was ist denn daran Halbwissen, wenn man die zwei Schwuchteln nicht leiden mag? Ich bin wohl wirklich unkultiviert, da ich den Sinn von deren Sendung nicht verstehe! Was hat das für einen Unterhaltungswert, wenn die Deppen sich gegenseitig die Daumen in ihre Ärsche stecken? Und solche Versager wollen mir eintrichtern, dass ich dumm bin! Hahaha, da muss schon jemand kommen, der intelligenter ist.;TRUE
1105666222805133;"Geh mal in DD in die Innenstadt! Da gibt es genug Muselmänner. Alle schwer traumatisiert und gezeichnet von den furchtbaren Kriegen und Folterungen ;)";FALSE
946753225363101;"Alexander Senftleben Deutschland ist genau so pleite wie Italien und Griechenland... nur mit einer höheren Kreditwürdigkeit ; -) was das Thema bezahlbare Wohnungen angeht, sollten sich doch gerade die Münchener bestens auskennen ;-)
Und wenn ich flüchten muß, weil mein Leben in Gefahr ist, bin ich über jedes Land froh und dankbar, was mich aufnimmt. Und dafür bin ich dankbar, indem ich die Rechte genieße und die Pflichten einhalte und mich anpasse, weil dieses Land hat mein Leben gerettet. Die Dankbarkeit der Flüchtlinge sieht man ja.....
Man muß  nicht in einer Großstadt leben.... richtig. Man muß  aber da leben, wo die Arbeit vorhanden ist. Zieht man raus aus der Großstadt, fressen die Pendelkosten die Mietersparnis schnell wieder auf. Ihre Welt ist ziemlich schwarz weiß. Deswegen wollen Sie es wahrscheinlich auch bunter haben :-D";FALSE
1105649686140120;Ich seh die Merkel schon vor meinem geistigen Auge in Burka auf der Kanzel stehen - aus Solidaritaet mit dem Islam. Und die Gutmenschen sind wie bloede am knechten, um ihre Unglaeubigensteuer abzuzahlen...;FALSE
1105439312827824;Wie War das doch gleich mal ... die Minarette sind die Speerspitze im Lande des Feindes ...;FALSE
982668571771566;Diese Feiglinge..lassen ihre Familien zurück und kämpfen nicht für diese aber können Steine werfen. ..Da sieht man mal wie die ticken;FALSE
856834561021635;"pro PEGIDA, und Sie kommen nur mit Dingen, die Sie eigentlich besser wissen müssten/sollten. Anscheinend haben die Moslems doch teilweise Recht und sperren ein, oder verhüllen ihre Frauen, bis sie sie dann mal ""benötigen"".";FALSE
1035142839857472;So jetzt auch Probleme in Hamburg, und wieder Nordafrikaner dreck!!;FALSE
1791;Warum wird unser Waffengesetz nicht endlich geändert? Damit man sich bewaffnen und sich gegen diese tollwütigen Tiere wehren kann? Dann kann man die Viecher wenigstens umlegen kann wenn man angegriffen wird. Wollen Merkel und Co das wir Freiwild sind für die ganzen Affenmenschen?Das sind doch Intelligenzmäßig noch Neandertaler ohne menschlichen Verstand.;TRUE
1088778541160568;Da kann man noch hoffen!!! Vielleicht, ich hoffe es läuft bei uns ähnlich die Nonsensparteien müssen endlich weg!! Weg mit dieser Inkompetenzshow in Berlin!!;FALSE
621;@HeikoHeinisch Die Türken sollen ihr Hass auf alles Nicht-Türkische in der Türkei ausleben - nicht in Österreich. Es ist ganz einfach.;FALSE
895512750487149;"öhm..daß hier leute außerhalb von pegida frei ihre meinung äußern dürfen im gegensatz zu seiten die von ""dresden nazifrei"" und co betreiben werden ist ihnen aber schon bekannt ? auch,daß hier eben soche den raum betreten und einfach mal wüst ""ihr nazis"" brüllen auch ? ...bevor die ermittlungen in solchen fällen nicht einduetige ergebnisse hervorbringen :warum sich dann distanzieren müßen?käme einem schuldgefühl gleich das dann sofort wieder als ""eingestandnis"" interpretiert wird....extremismus ist nie richtig-egal von wem er ausgeht........und die beschimpfungen auf ""linken"" seiten sind nicht harmloser als hier....mit dem kleinen unterschied,daß man auf linker seite gewaltbereiter ist..siehe antif.";FALSE
894839460554478;"Mehr als ein Jahrtausend war man nicht faehig,gemeinsame Sprache zu finden,mit Waffengewalt von aussen wurde bis zum Ende des XIX Jahrhunderts Sklaverei in Nordafrika abgeschafft,aber die Leute links ohne Bildung wollen anderen weiss machen,dass der Papageientum der vielen vielen Moslems Integrationsgrundlage waere. Solche Journalisten sind nicht faehig,mit ihren vermeintlichen islamischen Freunden auf Augenhoehe zu sprechen,sie sind ""linke Herrenmenschen"" oder Lakeien.";FALSE
1111375498900872;richtig so....anders kann man ja nicht verhindern das die Schmarotzer das Geld nach Hause schicken und wirklich nur für sich nutzen;FALSE
855016391203452;Ich könnte mich über diesen Müll totlachen! Ihr seid nur ein winzig kleiner Teil des Volkes und ihr kommt alle aus fast der gleichen Region! Ihr habt mit diesem faschistischen Müll noch nicht mal einen flächendeckenden Erfolg! Lächerlich und dumm wie ihr eurem ehemaligen Nazi-Anführer hinterhergelaufen seid und nun zerfällt euer System nach wenigen Wochen, in dem ihr euch von eurem wahren Gesicht, der Legida, distanziert. In meinen Augen seit ihr alles Neofaschisten, die eine ganze Religion über einen Kamm schert. Ihr seid eine Schande für Deutschland! Mann sollte euch alle auf eine ferne Insel schicken, wo ihr euer 4. Reich  aufbauen könnt.... Wäre dann übrigens super für Atomtests geeignet!!!;FALSE
1057763907595365;Was muß diese Frau unser Deutschland hassen. Denn ihr Deutschland ist es niemals, sonst würde sie dieses Land mit einer fremden Kultur nicht überschwemmen.;FALSE
945393715499052;Die Linken haben ja nun offen gefordert, den Verfassungsschutz abzuschaffen. Man kann es so verstehen, dass die diese Verfassung dann ablehnen. ERGO: sollte man diese Dreckspartei verbieten.;FALSE
725;@IQ_Stimulator @Heinrich_Krug Ohne Worte...Illner Will Maischberger u der Obertrottel Lanz machen alle so weiter als wäre nicht geschehen ...eigentlich ist ja auch nix passiert...;FALSE
882270231811401;Frank Golz !!! Hohl hohl hohl !!! Das es solche Menschen noch gibt ???;FALSE
935424736495950;Da wird sich das Maul zerfetzt u tausende mal ein NPD Verbot beantragt, warum verbietet man in diesem Land nicht Salafisten u zerschlägt diese Struktur? Öffentliche Auftritte unterbinden, ach ja da gibt es die Meinungsfreiheit. Raus mit diesem Gesindel.;FALSE
856776247694133;stefan helmke du roter vollpfosten;TRUE
1095964793775276;"Die Fahrbereitschaft der Regierung schickt bestimmt bald Busse damit   das sogenannte ""Geburtendefizit"" ausgeglichen wird";FALSE
819;@Quatrofinia @ulschzi @Tinimaus1110 Ich will dieses Arschloch nicht auf freiem Fuß wissen...egal in welchem Land..!;FALSE
857872504251174;Wir wissen hier alle, dass Du nicht unser Freund bist.  Und ich habe mit dem jüdisch-israelischen Volk mehr Sympathien, als Du es jemals haben kannst, denn Linke, das wissen wir, sind neben den Islamisten Judenhasser. Also bist Du doch ein Nazi;FALSE
683;Bei #Halbneger meldet sich Till #Schweiger grosskotzig zu Wort, bei Mord an #Mila Valentin hört man nichts von diesen Heuchler.;FALSE
1063737950331294;Das wird sich ändern, wenn der Prozentsatz der Fudschies in den Klassen weiter so rasant ansteigt..;FALSE
951558961549194;tsssss....euer rumgejammer...schaut mal.europa geht pleite.sobald unser geld nix mehr wert ist brauchen wir wieder billigarbeiter.nix mehr mit tarifverträge und mindestlohn...nene diese asylbewerber werden früher oder später wie sklaven für uns arbeiten dürfen....ich hoffe nicht das das wirklich der plan ist aber irgendwie schauts bissl danach aus.;FALSE
858313164207108;"und wieviele linksautonome in meinen Augen faschistische linke Nazis mit ihren getreuen Vasallen, die Menschen angreifen, bepöbeln, Steine gegen sie werfen und Farbbeutel sowie massivst bedrohen weil sie anderer Meinung sind; haben schon mal mit einem PEgida Sympathisant gesprochen??? NEin ,d ie werden perse niedergeschrien!!! Und ich muss nicht immer auf eine religionsgebundene Minderheit im meinem säkularen Staat zugehen. Es sollte einfach endlich auch mehr und ganz viel von dieser religiösen Minderheit kommen. So einfach ist das.";FALSE
1599;Dieses dämliche Arschloch;TRUE
1111489462222809;kein einziger hartz4 empfänger bekommt zu kostenlosem wohnen und kostenlosem essen noch 340.- euro taschengeld - keiner!!!! wieso steht das diesen ...... zu ?;FALSE
1007204255984664;"Ich persönlich würde mich schämen meinen Arsch in Sicherheit gebracht zu haben während meine Familie getötet wird.Die männlichen syrischen ""Flüchtlinge"" hätten auch eine Armee bilden und kämpfen können.Haben sie aber nicht.Nein sie wandern lieber in ein Land aus dessen Kultur sie doch eigentlich hassen.";FALSE
857454397626318;Mit friedlichen Demonstrationen erreicht ihr gar nichts. Die lachen sich doch nur schrott. Jemand, der nichts zu befürchten hat, der macht weiter, so tickt nunmal die menschliche Psyche. Mein Gott, laß euch doch nicht dauernd von dem blöden Nazi-Gerede einschüchtern. Ich muß kein Nazi sein um was gegen die Islamisierung zu haben und radikal erst recht nicht.;FALSE
